host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,property_type,city,rating,no._of_bedrooms,no._of_beds,no._of_baths
Avalon,Ward 107,-33.7988425,18.5044269,Entire home/apt,1703.0,1,19,2023-12-17,1.51,1,0,17,Rental unit,Cape Town,4.7,2.0,2.0,2.0
Glen,Ward 83,-34.112911,18.822345,Entire home/apt,1543.0,1,69,2023-12-03,5.39,2,74,64,Condo,Cape Town,4.77,2.0,3.0,1.0
Catherine,Ward 23,-33.7332208,18.4475185,Entire home/apt,3500.0,7,0,,,1,83,0,Home,Cape Town,,3.0,4.0,2.0
Louise,Ward 54,-33.91594,18.38825,Entire home/apt,1221.0,2,12,2023-12-14,1.17,24,120,12,Rental unit,Cape Town,4.67,1.0,1.0,1.0
Aimee-Lee,Ward 59,-33.99493124357062,18.4699447453022,Entire home/apt,1664.0,5,2,2023-01-01,0.16,2,7,2,Rental unit,Cape Town,,1.0,1.0,2.0
Minnie,Ward 84,-34.0724,18.87798,Entire home/apt,730.0,2,6,2023-12-21,0.51,1,356,6,Tiny home,Cape Town,4.83,1.0,1.0,1.0
Herman,Ward 58,-33.99206,18.4734,Entire home/apt,2500.0,5,7,2023-05-10,0.64,2,333,7,Home,Cape Town,5.0,2.0,2.0,1.0
Shadley,Ward 115,-33.9256876,18.4147351,Entire home/apt,2942.0,2,0,,,18,351,0,Rental unit,Cape Town,,2.0,2.0,2.0
Nox,Ward 54,-33.95776,18.37824,Entire home/apt,13487.0,4,15,2023-12-18,1.87,142,245,15,Rental unit,Cape Town,4.47,3.0,4.0,3.0
Dale-The TravelStay,Ward 23,-33.81124,18.47,Private room,6500.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,2.0,1.0
Charmaine,Ward 115,-33.9237787,18.4216377,Entire home/apt,2484.0,1,55,2023-12-18,4.41,23,230,54,Rental unit,Cape Town,4.96,2.0,2.0,2.0
Dale-The TravelStay,Ward 23,-33.80953,18.47015,Private room,6500.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,No beds,No bath
Arno,Ward 23,-33.79216,18.46212,Entire home/apt,2750.0,3,7,2023-12-21,0.97,1,335,7,Rental unit,Cape Town,5.0,3.0,3.0,2.0
Nailah,Ward 63,-34.0184,18.49379,Private room,1438.0,1,0,,,4,338,0,Guesthouse,Cape Town,,1.0,1.0,1.0
Diederick,Ward 21,-33.8527263,18.6464408,Entire home/apt,736.0,2,10,2023-12-02,0.78,1,356,9,Condo,Cape Town,5.0,1.0,1.0,1.0
Jenny,Ward 54,-33.92491,18.38154,Entire home/apt,10286.0,7,3,2023-10-25,0.25,17,331,3,Rental unit,Cape Town,5.0,3.0,3.0,2.0
Nailah,Ward 63,-34.01782,18.49565,Private room,2070.0,1,0,,,4,334,0,Rental unit,Cape Town,,2.0,1.0,1.0
Nailah,Ward 63,-34.0182,18.49384,Shared room,1725.0,1,0,,,4,336,0,Guesthouse,Cape Town,,1.0,4.0,1.0
Nailah,Ward 63,-34.01816,18.49511,Shared room,1898.0,1,0,,,4,322,0,Rental unit,Cape Town,,1.0,1.0,1.0
Kirsty,Ward 64,-34.11445,18.46191,Entire home/apt,2100.0,2,15,2023-12-16,1.18,21,77,13,Rental unit,Cape Town,4.93,2.0,2.0,1.0
Engel & Völkers,Ward 54,-33.9492899,18.3801546,Entire home/apt,28714.0,4,17,2023-12-24,1.53,15,101,17,Villa,Cape Town,4.82,4.0,4.0,4.0
Yvette,Ward 23,-33.816118124967375,18.474501818418503,Entire home/apt,1929.0,2,11,2023-10-30,0.87,2,0,10,Rental unit,Cape Town,4.67,2.0,3.0,2.0
Host Agents,Ward 83,-34.104229,18.821799,Entire home/apt,2727.0,1,2,2023-02-04,0.16,107,354,1,Home,Cape Town,,3.0,3.0,1.0
Agnes,Ward 100,-34.154076,18.8881992,Entire home/apt,700.0,2,11,2023-05-07,0.87,1,236,8,Rental unit,Cape Town,4.91,2.0,3.0,1.0
Jasmaine,Ward 74,-34.02553,18.34162,Entire home/apt,3350.0,1,10,2023-11-17,0.87,1,340,10,Rental unit,Cape Town,4.9,2.0,2.0,1.0
Sonja Estelle,Ward 15,-34.07227,18.82593,Entire home/apt,651.0,1,7,2023-12-12,0.56,2,334,6,Rental unit,Cape Town,4.29,1.0,1.0,1.0
Colin,Ward 115,-33.9151204,18.4172694,Entire home/apt,1827.0,3,4,2023-04-15,0.39,19,321,4,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Frankie,Ward 61,-34.141505588566005,18.33323563121338,Entire home/apt,3480.0,2,1,2023-01-10,0.09,47,66,1,Rental unit,Cape Town,,2.0,2.0,2.0
Rees,Ward 55,-33.88943,18.49788,Entire home/apt,1994.0,3,1,2022-12-30,0.08,1,27,1,Home,Cape Town,,3.0,4.0,1.0
Yacoob,Ward 115,-33.9238605,18.4157589,Entire home/apt,2670.0,1,41,2023-12-15,3.14,26,295,34,Rental unit,Cape Town,4.78,1.0,1.0,1.0
Hosted,Ward 115,-33.90982,18.41071,Entire home/apt,1984.0,1,17,2023-11-05,1.28,73,349,14,Rental unit,Cape Town,4.47,1.0,1.0,1.0
Pam,Ward 54,-33.95305608193699,18.38048834881033,Entire home/apt,12819.0,3,6,2023-12-24,1.15,2,147,6,Home,Cape Town,5.0,4.0,6.0,4.0
Phakalane,Ward 74,-34.0105406,18.3784393,Private room,3232.0,2,36,2023-12-22,3.36,7,72,36,Boutique hotel,Cape Town,4.94,1.0,1.0,1.0
Candice,Ward 71,-34.06802,18.42207,Entire home/apt,5000.0,7,0,,,1,329,0,Home,Cape Town,,3.0,3.0,2.0
Lance,Ward 115,-33.92831802959083,18.414756186508185,Entire home/apt,1380.0,2,42,2023-12-13,3.25,51,0,39,Rental unit,Cape Town,4.84,2.0,2.0,1.0
Nicolette,Ward 58,-33.976283,18.4733921,Private room,1000.0,1,43,2023-12-16,4.2,1,68,43,Guest suite,Cape Town,4.95,1.0,3.0,1.0
Propr,Ward 115,-33.9134323,18.4250557,Entire home/apt,3390.0,2,13,2023-08-30,0.98,1,270,11,Rental unit,Cape Town,4.15,2.0,3.0,2.0
Cesar,Ward 54,-33.915888,18.393345,Entire home/apt,4550.0,4,5,2023-05-06,0.43,11,135,5,Rental unit,Cape Town,4.6,2.0,2.0,2.0
Mari,Ward 77,-33.94348,18.41262,Entire home/apt,8000.0,7,1,2023-01-10,0.09,1,71,1,Home,Cape Town,,3.0,4.0,2.0
Sher,Ward 77,-33.91338,18.4139,Entire home/apt,8500.0,2,5,2023-08-22,0.42,1,351,5,Home,Cape Town,5.0,3.0,3.0,3.0
Miguel Pedro,Ward 55,-33.89324353251878,18.490387871861454,Entire home/apt,515.0,1,3,2023-02-07,0.26,2,300,3,Guest suite,Cape Town,5.0,1.0,1.0,1.0
Xavier,Ward 23,-33.78708563841017,18.45908883959055,Entire home/apt,2600.0,2,12,2023-12-10,0.98,1,83,11,Condo,Cape Town,4.92,3.0,4.0,3.0
Andries,Ward 77,-33.93669,18.40409,Entire home/apt,1550.0,2,5,2023-12-21,0.41,1,62,5,Rental unit,Cape Town,5.0,2.0,1.0,1.0
Jana,Ward 62,-34.01263767539858,18.460011184215546,Entire home/apt,2200.0,2,7,2023-12-20,3.89,2,69,7,Rental unit,Cape Town,4.86,2.0,2.0,2.0
Manageair,Ward 115,-33.91987,18.42655,Entire home/apt,1932.0,2,21,2023-12-02,1.58,151,0,20,Rental unit,Cape Town,4.68,1.0,1.0,1.0
Aleksandra,Ward 64,-34.1374326,18.4168948,Entire home/apt,3600.0,4,0,,,1,269,0,Rental unit,Cape Town,,1.0,1.0,1.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,6500.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Burger,Ward 77,-33.93402,18.40794,Entire home/apt,1736.0,2,13,2023-12-16,1.0,51,265,11,Rental unit,Cape Town,4.46,2.0,2.0,1.0
Megan,Ward 115,-33.90995,18.39911,Entire home/apt,1343.0,3,6,2023-12-13,0.49,1,304,5,Rental unit,Cape Town,4.5,1.0,3.0,1.0
Turnkey365,Ward 54,-33.95519,18.38425,Entire home/apt,5000.0,1,0,,,53,57,0,Rental unit,Cape Town,,1.0,1.0,1.0
Turnkey365,Ward 54,-33.9535,18.37673,Entire home/apt,4500.0,1,3,2023-03-15,0.25,53,32,3,Rental unit,Cape Town,4.67,1.0,1.0,1.0
Turnkey365,Ward 54,-33.96199,18.38222,Entire home/apt,21797.0,1,12,2023-12-07,0.97,53,40,11,Villa,Cape Town,4.83,4.0,4.0,3.0
Vivien,Ward 55,-33.886467,18.5199288,Entire home/apt,2050.0,2,10,2023-12-03,0.91,1,0,10,Rental unit,Cape Town,4.91,2.0,2.0,2.0
Mathemba,Ward 115,-33.9272,18.44234,Entire home/apt,1400.0,2,1,2023-01-05,0.08,1,0,1,Rental unit,Cape Town,,2.0,2.0,2.0
Emily,Ward 62,-33.99742,18.45659,Entire home/apt,10500.0,7,2,2023-02-17,0.17,2,345,2,Home,Cape Town,,5.0,5.0,3.0
Riccardo,Ward 54,-33.9519341,18.3851148,Entire home/apt,8300.0,5,1,2023-01-02,0.08,2,314,1,Home,Cape Town,,5.0,4.0,4.0
Greg,Ward 112,-33.8370589,18.6501754,Entire home/apt,1170.0,3,3,2023-12-02,0.33,2,0,3,Rental unit,Cape Town,5.0,1.0,2.0,1.0
Lance,Ward 54,-33.92663513062805,18.38185606137694,Entire home/apt,11293.0,2,22,2023-12-12,1.68,51,37,21,Home,Cape Town,4.59,4.0,4.0,3.0
Kase,Ward 53,-33.9407,18.5023,Entire home/apt,2229.0,2,22,2023-12-21,1.76,4,12,21,Home,Cape Town,4.5,4.0,6.0,3.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,6500.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Leanne,Ward 61,-34.13917,18.33052,Entire home/apt,1410.0,2,6,2023-10-01,0.54,2,155,6,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Lesle,Ward 73,-34.0480304,18.4537503,Entire home/apt,1500.0,7,1,2023-01-18,0.09,1,365,1,Condo,Cape Town,,1.0,1.0,1.0
Melanie Tracy,Ward 55,-33.890062,18.511185,Entire home/apt,1007.0,1,6,2023-10-09,0.45,1,340,4,Rental unit,Cape Town,3.33,1.0,1.0,1.0
Bernd,Ward 77,-33.93239,18.4226,Entire home/apt,5118.0,7,3,2023-12-19,1.45,1,160,3,Loft,Cape Town,4.33,2.0,2.0,1.0
Host Agents,Ward 77,-33.940783,18.424398,Entire home/apt,2019.0,1,1,2023-02-01,0.09,107,272,1,Rental unit,Cape Town,,2.0,2.0,1.0
Jaco,Ward 4,-33.85688,18.50389,Entire home/apt,8050.0,3,0,,,83,148,0,Rental unit,Cape Town,,4.0,4.0,3.0
Robyn,Ward 61,-34.1441729,18.3240668,Entire home/apt,1200.0,2,17,2023-03-20,1.35,1,0,15,Loft,Cape Town,5.0,1.0,1.0,1.0
Wael,Ward 115,-33.90866,18.39671,Entire home/apt,1307.0,2,13,2023-11-03,1.06,7,0,12,Rental unit,Cape Town,4.5,1.0,1.0,1.0
Mandy & Dean,Ward 59,-33.9970036,18.4703694,Entire home/apt,1811.0,2,10,2023-11-19,0.82,76,351,10,Rental unit,Cape Town,4.7,2.0,2.0,1.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,5200.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Lize,Ward 3,-33.8799301,18.6532605,Entire home/apt,550.0,2,13,2023-12-17,1.39,1,350,13,Rental unit,Cape Town,4.85,1.0,1.0,1.0
Chantal,Ward 84,-34.0929847,18.8572196,Private room,947.0,3,0,,,1,364,0,Home,Cape Town,,1.0,1.0,1.0
Harold,Ward 61,-34.19478,18.3743899,Entire home/apt,1500.0,2,17,2023-12-17,1.43,3,234,17,Home,Cape Town,5.0,1.0,1.0,1.0
Cape Luxury Stay,Ward 62,-34.01177,18.44679,Entire home/apt,7568.0,4,1,2023-01-06,0.08,19,2,1,Home,Cape Town,,4.0,No beds,No bath
Danielle,Ward 69,-34.07475,18.36661,Entire home/apt,25000.0,7,0,,,2,8,0,Home,Cape Town,,4.0,4.0,4.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,6500.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,2.0,1.0
Asande,Ward 104,-33.80225,18.52743,Private room,680.0,1,0,,,1,141,0,Home,Cape Town,,1.0,1.0,1.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,5200.0,2,0,,,14,362,0,Bed and breakfast,Cape Town,,1.0,2.0,1.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,5200.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Hosted,Ward 115,-33.9184217,18.4235658,Entire home/apt,2147.0,2,22,2023-08-10,1.66,73,353,19,Rental unit,Cape Town,4.82,1.0,1.0,1.0
Zoë,Ward 54,-33.90932,18.39196,Entire home/apt,1929.0,2,6,2023-12-07,0.56,1,289,6,Rental unit,Cape Town,5.0,No bedroom,1.0,1.0
Di,Ward 71,-34.05781854112897,18.44111770391464,Entire home/apt,3320.0,2,1,2023-07-11,0.18,1,238,1,Home,Cape Town,,6.0,7.0,4.0
Louis,Ward 115,-33.9116469,18.404354,Entire home/apt,8322.0,3,3,2023-02-27,0.26,4,0,3,Home,Cape Town,3.67,5.0,5.0,5.0
Manageair,Ward 115,-33.91808,18.42469,Entire home/apt,2432.0,2,52,2023-12-24,4.08,151,331,50,Rental unit,Cape Town,4.87,1.0,1.0,1.0
Frankie,Ward 62,-34.01216,18.44642,Entire home/apt,12000.0,7,0,,,47,32,0,Home,Cape Town,,4.0,4.0,3.0
Dale-The TravelStay,Ward 23,-33.81077,18.47055,Private room,6500.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Cape Luxury Stay,Ward 54,-33.92601,18.37981,Entire home/apt,15714.0,3,0,,,19,80,0,Rental unit,Cape Town,,3.0,3.0,3.0
Hestie,Ward 84,-34.08212,18.85422,Entire home/apt,750.0,2,10,2023-08-20,0.82,1,355,9,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,5200.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,2.0,1.0
Helen,Ward 105,-33.7865708,18.5850504,Entire home/apt,807.0,1,7,2023-12-04,0.53,1,353,4,Farm stay,Cape Town,4.57,1.0,1.0,1.0
Hosted,Ward 115,-33.9188,18.42284,Entire home/apt,2455.0,2,39,2023-10-04,3.22,73,349,39,Rental unit,Cape Town,4.59,1.0,1.0,1.0
Keshia,Ward 64,-34.10698,18.47047,Entire home/apt,2400.0,3,2,2023-01-09,0.17,1,85,2,Rental unit,Cape Town,,2.0,2.0,1.0
Frith,Ward 54,-33.93172,18.37924,Entire home/apt,6000.0,3,14,2023-12-23,1.16,1,0,14,Rental unit,Cape Town,5.0,2.0,2.0,2.0
Joe,Ward 55,-33.87597,18.49194,Private room,700.0,1,7,2023-05-14,0.58,1,359,7,Home,Cape Town,4.86,1.0,1.0,1.0
Lu,Ward 64,-34.10383,18.47319,Entire home/apt,3450.0,2,11,2023-12-17,0.88,27,344,10,Rental unit,Cape Town,4.91,3.0,4.0,2.0
Propr,Ward 55,-33.89303,18.50533,Entire home/apt,2854.0,2,7,2023-09-25,0.61,1,350,7,Rental unit,Cape Town,4.57,2.0,2.0,2.0
Ronald,Ward 58,-33.97527,18.47618,Entire home/apt,7000.0,7,0,,,1,65,0,Home,Cape Town,,4.0,4.0,3.0
Nox,Ward 54,-33.91269,18.39593,Entire home/apt,9660.0,2,7,2023-12-17,0.55,142,255,5,Townhouse,Cape Town,4.86,4.0,4.0,3.0
Aubrey,Ward 54,-33.92217,18.38272,Entire home/apt,1350.0,1,16,2023-11-15,1.28,10,132,15,Rental unit,Cape Town,4.63,1.0,1.0,1.0
Dale-The TravelStay,Ward 23,-33.8102307,18.4693811,Private room,5200.0,2,0,,,14,364,0,Bed and breakfast,Cape Town,,1.0,2.0,1.0
Michael,Ward 64,-34.107379008375005,18.469737942852795,Entire home/apt,3469.0,3,11,2023-12-21,0.98,1,219,11,Home,Cape Town,5.0,3.0,4.0,2.0
Hosted,Ward 115,-33.91894,18.42379,Entire home/apt,2204.0,2,27,2023-09-26,2.25,73,335,27,Rental unit,Cape Town,4.85,No bedroom,1.0,1.0
Meriem,Ward 23,-33.8091876,18.4719082,Entire home/apt,6000.0,3,2,2023-02-20,0.19,1,308,2,Home,Cape Town,,4.0,4.0,2.0
Mncedisi,Ward 16,-34.0208419,18.7146439,Private room,528.0,1,0,,,4,365,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Aubrey,Ward 54,-33.92152,18.38488,Entire home/apt,889.0,2,27,2023-12-23,2.18,10,106,26,Rental unit,Cape Town,4.67,1.0,1.0,1.0
Jenny,Ward 74,-34.0398,18.3459,Entire home/apt,7900.0,3,6,2023-11-24,0.5,17,302,6,Home,Cape Town,4.67,4.0,4.0,4.0
Reach Out,Ward 54,-33.91166,18.39364,Entire home/apt,11565.0,1,0,,,1,360,0,Rental unit,Cape Town,,3.0,3.0,3.0
Ané Sophia,Ward 64,-34.09957,18.48696,Entire home/apt,976.0,3,19,2023-12-11,1.59,1,106,19,Rental unit,Cape Town,4.74,3.0,3.0,2.0
Phillis,Ward 54,-33.910578623260726,18.395416525131232,Entire home/apt,3243.0,2,22,2023-11-29,1.71,3,231,21,Rental unit,Cape Town,4.82,1.0,1.0,1.0
Buthainah,Ward 46,-33.98518,18.53727,Private room,350.0,1,10,2023-11-14,1.55,5,365,10,Home,Cape Town,4.6,1.0,1.0,1.0
Buthainah,Ward 46,-33.98558,18.5344,Private room,650.0,1,3,2023-03-11,0.25,5,293,3,Home,Cape Town,4.33,1.0,3.0,1.0
Brett,Ward 115,-33.91136484981003,18.404557518661026,Entire home/apt,1615.0,4,8,2023-12-16,0.62,1,294,5,Rental unit,Cape Town,4.88,1.0,1.0,1.0
Tanya,Ward 23,-33.7275602,18.4413634,Entire home/apt,2275.0,7,0,,,2,300,0,Home,Cape Town,,2.0,3.0,1.0
Liezel,Ward 115,-33.92629,18.42081,Entire home/apt,1800.0,2,36,2023-12-24,2.93,1,271,35,Rental unit,Cape Town,4.97,2.0,3.0,1.0
Nomgcobo,Ward 107,-33.8021176,18.5156313,Entire home/apt,1234.0,1,7,2023-10-16,0.73,1,89,7,Condo,Cape Town,5.0,2.0,2.0,2.0
Erika,Ward 54,-33.94222,18.37816,Private room,17500.0,1,0,,,3,365,0,Villa,Cape Town,,1.0,1.0,2.0
Susan,Ward 85,-34.11271,18.84806,Entire home/apt,1501.0,10,0,,,1,365,0,Home,Cape Town,,2.0,2.0,2.0
Aubrey,Ward 54,-33.92226,18.38286,Entire home/apt,1029.0,1,20,2023-12-25,1.59,10,122,19,Rental unit,Cape Town,4.5,1.0,1.0,1.0
Farrel,Ward 55,-33.87720635328357,18.49257118999958,Private room,995.0,2,0,,,1,77,0,Home,Cape Town,,1.0,1.0,1.0
Alice,Ward 86,-34.12886,18.83885,Entire home/apt,3642.0,7,3,2023-11-28,0.25,1,285,3,Home,Cape Town,5.0,4.0,4.0,3.0
Host Agents,Ward 55,-33.89602933238989,18.5062813828077,Entire home/apt,1430.0,1,2,2023-03-05,0.17,107,356,2,Rental unit,Cape Town,,1.0,1.0,1.0
James,Ward 115,-33.933895403050165,18.41141579875166,Entire home/apt,2829.0,3,4,2023-10-01,0.32,1,146,3,Rental unit,Cape Town,5.0,2.0,2.0,1.0
Filippo,Ward 115,-33.9274874,18.4129772,Entire home/apt,3071.0,2,18,2023-11-30,1.38,1,0,16,Rental unit,Cape Town,4.68,2.0,3.0,1.0
Chris,Ward 77,-33.91983,18.41317,Entire home/apt,4569.0,3,14,2023-12-11,1.17,8,337,14,Home,Cape Town,4.93,3.0,3.0,3.0
Jayson,Ward 115,-33.9163931,18.4201649,Entire home/apt,2114.0,2,22,2023-12-19,2.02,93,268,22,Rental unit,Cape Town,4.95,1.0,1.0,1.0
Mishka,Ward 60,-33.98805,18.49545,Entire home/apt,660.0,2,2,2023-01-09,0.16,1,0,2,Home,Cape Town,,2.0,2.0,1.0
Viola,Ward 23,-33.81204,18.47419,Private room,1190.0,2,5,2023-12-16,0.46,2,343,5,Home,Cape Town,5.0,1.0,2.0,1.0
Kris,Ward 58,-33.993588,18.4783835,Entire home/apt,3690.0,30,0,,,3,330,0,Home,Cape Town,,2.0,2.0,2.0
Cornell,Ward 55,-33.893269,18.482914,Entire home/apt,1000.0,3,16,2023-12-18,1.3,1,310,15,Rental unit,Cape Town,4.63,1.0,1.0,1.0
Hosted,Ward 115,-33.91834,18.42518,Entire home/apt,2415.0,1,27,2023-12-15,2.15,73,337,25,Rental unit,Cape Town,4.89,No bedroom,1.0,1.0
Jeandré,Ward 54,-33.914875985960286,18.387383211639413,Entire home/apt,1180.0,1,0,,,1,6,0,Rental unit,Cape Town,,1.0,1.0,1.0
Tessa,Ward 64,-34.1246126,18.4507096,Entire home/apt,1015.0,2,41,2023-12-25,3.35,2,112,40,Home,Cape Town,4.95,1.0,1.0,1.0
Buthainah,Ward 46,-33.98619577903385,18.536262698471543,Private room,400.0,1,4,2023-02-28,0.34,5,239,4,Home,Cape Town,4.25,1.0,2.0,1.0
LaStay,Ward 54,-33.9221,18.38773,Entire home/apt,11200.0,2,0,,,114,61,0,Home,Cape Town,,5.0,5.0,3.0
Lizanne,Ward 2,-33.894224282575166,18.62184796482325,Entire home/apt,2088.0,2,1,2023-01-05,0.08,2,0,1,Home,Cape Town,,2.0,2.0,1.0
Steven,Ward 64,-34.129414647389304,18.435110561549664,Entire home/apt,7084.0,3,9,2023-12-18,0.81,1,277,9,Home,Cape Town,5.0,3.0,4.0,3.0
Roland,Ward 54,-33.91925,18.38836,Entire home/apt,8995.0,4,7,2023-12-16,0.79,37,245,7,Rental unit,Cape Town,5.0,3.0,3.0,3.0
Marli,Ward 77,-33.9385839,18.4036354,Entire home/apt,14500.0,7,2,2023-03-06,0.17,6,346,2,Home,Cape Town,,4.0,4.0,3.0
Kathrin,Ward 115,-33.91073,18.41515,Entire home/apt,6209.0,3,11,2023-10-27,0.88,4,339,10,Rental unit,Cape Town,4.45,2.0,2.0,2.0
Frederikke,Ward 54,-33.92643,18.38539,Entire home/apt,13429.0,2,30,2023-12-11,2.32,1,37,29,Home,Cape Town,4.97,4.0,5.0,4.0
Nicky,Ward 74,-34.02226,18.35543,Private room,1250.0,30,2,2023-09-24,0.2,6,314,2,Home,Cape Town,,1.0,1.0,1.0
Astrid,Ward 61,-34.1569126,18.425053,Entire home/apt,2214.0,2,3,2023-07-22,0.25,1,340,3,Home,Cape Town,5.0,3.0,3.0,2.0
Nicky,Ward 74,-34.02206,18.35604,Private room,1250.0,1,0,,,6,313,0,Home,Cape Town,,1.0,1.0,1.0
Nicky,Ward 74,-34.02364,18.35493,Private room,1250.0,1,1,2023-01-07,0.08,6,308,1,Home,Cape Town,,1.0,1.0,1.0
Nicky,Ward 74,-34.02324,18.35577,Private room,1800.0,1,1,2022-11-28,0.08,6,307,0,Home,Cape Town,,1.0,2.0,1.0
Nicky,Ward 74,-34.02325,18.35587,Private room,1600.0,1,0,,,6,313,0,Home,Cape Town,,1.0,2.0,1.0
Nicky,Ward 74,-34.02191,18.35422,Private room,1600.0,1,0,,,6,313,0,Home,Cape Town,,1.0,2.0,1.0
Lauren,Ward 64,-34.1380489,18.4190854,Entire home/apt,4000.0,5,1,2023-01-07,0.08,1,9,1,Home,Cape Town,,5.0,7.0,3.0
Esti-Mari,Ward 15,-34.06720937270664,18.832309159085767,Entire home/apt,3050.0,4,0,,,1,117,0,Home,Cape Town,,3.0,4.0,2.0
Cassidy,Ward 59,-33.97246,18.45721,Entire home/apt,6000.0,6,1,2023-12-15,1.0,1,17,1,Home,Cape Town,,2.0,2.0,2.0
Katrin,Ward 74,-34.04827,18.36164,Entire home/apt,3074.0,3,13,2023-11-30,1.01,5,276,11,Rental unit,Cape Town,5.0,1.0,2.0,1.0
Lance,Ward 54,-33.9243537,18.3815885,Entire home/apt,3314.0,5,13,2023-12-15,1.06,1,199,12,Condo,Cape Town,4.92,2.0,2.0,2.0
Roxanne,Ward 115,-33.904979,18.398671,Entire home/apt,1800.0,2,1,2023-10-16,0.41,1,233,1,Rental unit,Cape Town,,1.0,1.0,1.0
Propr,Ward 107,-33.81869,18.48045,Entire home/apt,3537.0,2,1,2022-12-29,0.08,1,0,1,Rental unit,Cape Town,,2.0,2.0,2.0
Nicholas Sadleir,Ward 62,-33.9907,18.43581,Entire home/apt,19000.0,2,7,2023-07-05,0.54,42,185,6,Home,Cape Town,4.86,7.0,7.0,8.0
Gail,Ward 53,-33.94703,18.50838,Entire home/apt,3500.0,3,10,2023-12-21,0.93,1,265,10,Home,Cape Town,5.0,3.0,3.0,2.0
Sophia,Ward 54,-33.95557,18.3841599,Entire home/apt,7357.0,2,65,2023-12-24,5.03,3,269,62,Rental unit,Cape Town,4.88,2.0,3.0,1.0
Russell,Ward 115,-33.91243,18.41617,Private room,2650.0,1,1,2023-01-03,0.08,6,307,1,Hotel,Cape Town,,1.0,1.0,1.0
Russell,Ward 115,-33.91243,18.41617,Private room,1950.0,1,7,2023-06-25,0.58,6,321,7,Hotel,Cape Town,4.86,1.0,1.0,1.0
Russell,Ward 115,-33.91243,18.41617,Private room,2450.0,1,1,2023-01-03,0.08,6,283,1,Hotel,Cape Town,,1.0,1.0,1.0
Russell,Ward 115,-33.91243,18.41617,Private room,2950.0,1,0,,,6,309,0,Hotel,Cape Town,,1.0,1.0,1.0
Russell,Ward 115,-33.91243,18.41617,Private room,2650.0,1,0,,,6,303,0,Hotel,Cape Town,,1.0,1.0,1.0
Noelline,Ward 53,-33.92012,18.53626,Entire home/apt,1023.0,5,0,,,1,360,0,Home,Cape Town,,2.0,1.0,1.0
Orinea,Ward 115,-33.92874413447369,18.429328796295177,Entire home/apt,1819.0,1,2,2023-01-04,0.16,1,83,1,Rental unit,Cape Town,,2.0,2.0,2.0
Brett,Ward 115,-33.92711,18.45058,Entire home/apt,1000.0,4,17,2023-12-03,1.33,1,314,16,Rental unit,Cape Town,4.88,1.0,1.0,1.0
Bianca,Ward 54,-33.91427,18.38828,Entire home/apt,2013.0,3,16,2023-11-05,1.45,25,155,16,Rental unit,Cape Town,5.0,2.0,2.0,1.0
Bianca,Ward 54,-33.928483897479126,18.38406510651112,Entire home/apt,8050.0,7,2,2023-08-02,0.19,25,156,2,Rental unit,Cape Town,,3.0,3.0,3.0
The Van Wyks,Ward 57,-33.94466755582433,18.48175577346389,Entire home/apt,650.0,1,0,,,1,329,0,Rental unit,Cape Town,,1.0,1.0,1.0
Lisa,Ward 4,-33.87112,18.50556,Entire home/apt,723.0,2,13,2023-03-19,1.04,1,12,11,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Carey,Ward 61,-34.1942486,18.3739427,Entire home/apt,4357.0,3,8,2023-12-17,0.77,1,204,8,Home,Cape Town,5.0,3.0,3.0,2.0
Mary Rose,Ward 69,-34.10302,18.36566,Entire home/apt,1450.0,2,5,2023-12-23,0.42,1,330,5,Condo,Cape Town,5.0,1.0,1.0,1.0
Norah,Ward 71,-34.05147,18.44332,Entire home/apt,799.0,2,8,2023-12-22,0.66,1,352,8,Serviced apartment,Cape Town,5.0,1.0,1.0,1.0
