host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,property_type,city,rating,no._of_bedrooms,no._of_beds,no._of_baths
Wendy,Ward 58,-33.97549,18.49216,Entire home/apt,1529.0,2,138,2023-12-15,1.11,2,0,15,Guest suite,Cape Town,4.6,3.0,3.0,4.0
Mario,Ward 112,-33.82666,18.63682,Entire home/apt,2950.0,2,11,2023-03-06,0.09,1,357,1,Home,Cape Town,3.73,3.0,3.0,2.0
Barbara,Ward 54,-33.95773,18.38381,Entire home/apt,2457.0,1,131,2023-12-20,1.07,4,331,13,Rental unit,Cape Town,4.67,1.0,1.0,1.0
Joy,Ward 77,-33.92009,18.41484,Entire home/apt,555.0,2,53,2023-03-22,0.39,8,118,2,Rental unit,Cape Town,4.51,1.0,1.0,1.0
Gordon,Ward 115,-33.91336,18.41577,Private room,1257.0,2,8,2023-01-17,0.08,2,360,2,Home,Cape Town,5.0,1.0,1.0,1.0
Adi,Ward 69,-34.097271,18.360401,Entire home/apt,9221.0,3,24,2023-12-24,0.22,1,38,10,Villa,Cape Town,5.0,2.0,2.0,2.0
Jenny,Ward 115,-33.91587,18.41832,Entire home/apt,1300.0,5,26,2022-12-12,0.21,3,241,0,Rental unit,Cape Town,4.58,1.0,1.0,1.0
Marc,Ward 71,-34.04267,18.42773,Entire home/apt,6500.0,10,9,2022-01-06,0.07,1,74,0,Villa,Cape Town,5.0,3.0,4.0,2.0
Joe,Ward 54,-33.91721,18.39219,Private room,1695.0,1,4,2019-01-23,0.03,1,330,0,Home,Cape Town,4.25,1.0,1.0,1.0
Gwendoline,Ward 57,-33.93618,18.46611,Entire home/apt,1110.0,2,63,2023-12-18,0.48,1,265,6,Home,Cape Town,4.9,2.0,3.0,1.0
Margot,Ward 54,-33.93564,18.37775,Entire home/apt,3847.0,5,79,2023-11-19,0.65,1,148,7,Condo,Cape Town,4.84,3.0,3.0,2.0
Odette,Ward 54,-33.95909,18.37865,Entire home/apt,6000.0,5,7,2022-01-05,0.07,2,330,0,Villa,Cape Town,4.43,3.0,3.0,2.0
Jon,Ward 62,-34.01182,18.44789,Private room,1000.0,2,10,2023-02-12,0.1,1,362,2,Home,Cape Town,4.8,1.0,1.0,1.0
Doreen,Ward 77,-33.93321,18.40691,Entire home/apt,3500.0,1,35,2022-12-06,0.26,5,246,0,Place to stay,Cape Town,4.91,1.0,2.0,1.0
Gordon,Ward 115,-33.90209,18.40234,Entire home/apt,967.0,5,69,2023-10-28,0.56,1,210,10,Rental unit,Cape Town,4.67,1.0,1.0,1.0
Ashley,Ward 57,-33.93651,18.46634,Entire home/apt,993.0,3,175,2023-12-27,1.29,2,148,14,Home,Cape Town,4.86,2.0,2.0,1.0
Sebastiaan,Ward 77,-33.93545,18.41664,Entire home/apt,1143.0,15,3,2023-10-03,0.27,1,39,3,Rental unit,Cape Town,4.67,1.0,1.0,1.0
Andre,Ward 61,-34.19629,18.42767,Entire home/apt,3150.0,1,24,2023-12-12,0.37,4,190,7,Guest suite,Cape Town,4.92,2.0,3.0,2.0
Angela,Ward 57,-33.93624,18.44431,Entire home/apt,829.0,2,202,2023-12-21,1.5,3,317,16,Guesthouse,Cape Town,4.85,1.0,1.0,1.0
Jessica,Ward 64,-34.08379,18.47682,Entire home/apt,1200.0,2,134,2023-11-01,0.99,1,80,13,Home,Cape Town,4.87,3.0,3.0,2.0
Tanya,Ward 54,-33.91553,18.39491,Entire home/apt,6000.0,2,1,2020-02-10,0.02,1,40,0,Condo,Cape Town,,3.0,4.0,3.0
Joel,Ward 61,-34.252960205078125,18.47501373291016,Entire home/apt,1316.0,1,138,2023-12-17,1.13,2,313,24,Cottage,Cape Town,4.85,1.0,2.0,1.0
Chantal,Ward 54,-33.91953,18.38404,Entire home/apt,3800.0,10,14,2023-12-02,0.23,6,0,4,Rental unit,Cape Town,4.87,2.0,2.0,2.0
Louise,Ward 64,-34.12625,18.44899,Entire home/apt,2300.0,4,116,2023-11-23,0.96,3,282,13,Rental unit,Cape Town,4.9,2.0,2.0,1.0
Chantal,Ward 115,-33.90204,18.39954,Entire home/apt,2957.0,10,28,2023-12-02,0.26,6,119,5,Condo,Cape Town,4.93,1.0,1.0,1.0
Otto,Ward 21,-33.86673,18.64441,Entire home/apt,780.0,2,58,2023-07-11,0.54,3,297,5,Rental unit,Cape Town,4.86,2.0,2.0,1.0
Nicky,Ward 115,-33.91209,18.41104,Entire home/apt,2000.0,2,4,2013-12-11,0.03,1,271,0,Rental unit,Cape Town,5.0,1.0,1.0,2.0
Otto,Ward 21,-33.8668,18.64443,Entire home/apt,720.0,2,53,2023-11-26,0.39,3,297,1,Rental unit,Cape Town,4.84,2.0,2.0,1.0
Florian,Ward 64,-34.12617,18.44861,Private room,1450.0,2,86,2023-11-20,0.89,20,291,17,Guesthouse,Cape Town,4.87,1.0,1.0,1.0
Koos,Ward 115,-33.90999,18.41148,Entire home/apt,771.0,3,19,2023-12-16,0.36,90,52,7,Rental unit,Cape Town,4.05,1.0,1.0,1.0
Linda,Ward 62,-34.03025,18.42911,Entire home/apt,12500.0,7,7,2023-04-11,0.12,4,317,2,Villa,Cape Town,5.0,5.0,8.0,5.0
Elmarie,Ward 58,-33.9783,18.48517,Entire home/apt,3500.0,10,2,2019-01-03,0.02,1,0,0,Home,Cape Town,,4.0,5.0,3.0
Madeleine,Ward 23,-33.781566,18.4537338,Private room,950.0,1,16,2023-11-25,0.14,2,130,4,Guest suite,Cape Town,4.81,2.0,2.0,1.0
Connell Davids,Ward 115,-33.92213,18.41945,Entire home/apt,737.0,3,241,2023-12-24,1.97,1,312,17,Rental unit,Cape Town,4.74,1.0,2.0,1.0
Michele,Ward 61,-34.13844,18.32793,Entire home/apt,3500.0,2,2,2022-01-02,0.05,4,0,0,Home,Cape Town,,3.0,4.0,3.0
Maarten,Ward 74,-34.04191,18.3533,Entire home/apt,1500.0,6,50,2023-12-01,0.42,1,176,4,Home,Cape Town,4.71,3.0,4.0,2.0
James,Ward 115,-33.90981,18.40643,Entire home/apt,13000.0,6,2,2022-05-31,0.02,1,359,0,Villa,Cape Town,,6.0,6.0,6.0
Dencel,Ward 57,-33.93249,18.46177,Entire home/apt,1151.0,2,56,2023-06-04,0.58,24,144,14,Serviced apartment,Cape Town,4.82,1.0,1.0,1.0
Georg,Ward 4,-33.858356,18.490376,Private room,3864.0,3,3,2023-10-03,0.02,6,98,1,Rental unit,Cape Town,4.67,1.0,2.0,1.0
Eugene,Ward 112,-33.83527,18.65497,Private room,1690.0,3,1,2018-07-06,0.01,1,365,0,Villa,Cape Town,,1.0,1.0,1.0
Dennis,Ward 54,-33.92201,18.38119,Entire home/apt,2485.0,3,59,2023-11-30,1.14,1,305,16,Rental unit,Cape Town,4.58,3.0,5.0,2.0
Beverley,Ward 59,-33.97965,18.45632,Entire home/apt,587.0,2,225,2023-12-12,1.82,5,280,42,Guest suite,Cape Town,4.92,1.0,1.0,1.0
Julio,Ward 115,-33.91054,18.40993,Private room,750.0,14,0,,,1,0,0,Rental unit,Cape Town,,2.0,1.0,1.0
Gaby,Ward 54,-33.91431427001953,18.395952224731445,Entire home/apt,2243.0,3,2,2016-01-13,0.02,1,117,0,Rental unit,Cape Town,,2.0,2.0,1.0
Susan & Eric,Ward 54,-33.94954,18.38116,Entire home/apt,17784.0,4,123,2023-12-21,1.09,6,0,10,Villa,Cape Town,4.86,4.0,5.0,4.0
Jan,Ward 115,-33.92447,18.42117,Entire home/apt,803.0,5,199,2023-12-28,1.64,1,292,11,Rental unit,Cape Town,4.76,1.0,1.0,1.0
Hans,Ward 57,-33.93696,18.45742,Entire home/apt,3300.0,2,101,2023-11-15,0.82,4,78,7,Loft,Cape Town,4.93,1.0,1.0,1.0
Jenni,Ward 64,-34.08587,18.47323,Entire home/apt,4693.0,7,30,2023-01-08,0.27,1,161,2,Home,Cape Town,4.8,4.0,5.0,3.0
Shannon,Ward 54,-33.963,18.38133,Entire home/apt,1687.0,28,13,2019-02-04,0.11,3,190,0,Rental unit,Cape Town,4.54,1.0,1.0,1.0
Georg,Ward 4,-33.858356,18.490376,Private room,4713.0,3,0,,,6,85,0,Rental unit,Cape Town,,1.0,2.0,1.0
Fiona,Ward 77,-33.92457,18.40467,Entire home/apt,825.0,8,80,2023-05-06,0.65,3,76,4,Guest suite,Cape Town,4.94,No bedroom,1.0,1.0
Craig,Ward 54,-33.94722,18.38774,Entire home/apt,2679.0,2,136,2023-12-24,1.37,3,0,9,Condo,Cape Town,4.73,2.0,2.0,2.0
African Vibes,Ward 107,-33.8111,18.50279,Private room,800.0,30,0,,,1,0,0,Rental unit,Cape Town,,2.0,2.0,2.0
Pauline,Ward 74,-34.00902,18.34446,Entire home/apt,1707.0,4,34,2023-04-06,0.29,2,240,1,Loft,Cape Town,4.91,1.0,1.0,1.0
Nicole,Ward 4,-33.8569,18.48995,Private room,3160.0,3,11,2023-11-11,0.09,6,164,2,Serviced apartment,Cape Town,5.0,1.0,2.0,1.0
Georg,Ward 4,-33.858356,18.490376,Entire home/apt,10236.0,6,16,2022-10-15,0.13,6,31,0,Home,Cape Town,4.88,5.0,7.0,5.0
Brad,Ward 115,-33.92569,18.41474,Entire home/apt,960.0,2,84,2020-03-22,0.68,3,12,0,Rental unit,Cape Town,4.79,2.0,2.0,2.0
Derek,Ward 61,-34.20852,18.45662,Entire home/apt,2000.0,4,36,2023-04-16,0.3,1,236,3,Home,Cape Town,4.86,3.0,4.0,3.0
Leigh,Ward 71,-34.0419,18.42827,Private room,1000.0,7,2,2015-02-14,0.02,1,0,0,Home,Cape Town,,2.0,No beds,No bath
Claire,Ward 58,-33.97912,18.47512,Entire home/apt,750.0,3,35,2023-11-15,0.29,1,251,9,Rental unit,Cape Town,4.89,1.0,2.0,1.0
Helen,Ward 77,-33.94599,18.42068,Entire home/apt,997.0,3,170,2023-12-20,1.43,1,0,24,Guest suite,Cape Town,4.93,1.0,1.0,1.0
Cape Town Short Stays,Ward 115,-33.9164,18.42017,Entire home/apt,1600.0,3,156,2023-07-14,1.3,5,63,8,Condo,Cape Town,4.78,1.0,1.0,1.0
Paul,Ward 54,-33.92231,18.38235,Entire home/apt,1200.0,5,50,2023-12-04,0.41,2,217,15,Rental unit,Cape Town,4.84,1.0,1.0,1.0
Karin,Ward 77,-33.93119,18.40224,Entire home/apt,5570.0,2,7,2023-12-03,0.06,1,315,2,Loft,Cape Town,4.86,1.0,2.0,1.0
Talitha,Ward 115,-33.90797,18.39993,Entire home/apt,1314.0,2,159,2023-11-08,1.32,1,295,17,Rental unit,Cape Town,4.87,No bedroom,1.0,1.0
Carmen,Ward 15,-34.0659,18.83087,Entire home/apt,3012.0,10,5,2022-12-31,0.04,1,281,1,Home,Cape Town,4.8,3.0,5.0,3.0
Fiona,Ward 77,-33.92476,18.40415,Entire home/apt,714.0,2,74,2023-11-01,0.6,3,103,3,Guest suite,Cape Town,4.8,No bedroom,1.0,1.0
Ania & Jurgen,Ward 23,-33.78679,18.45603,Entire home/apt,1229.0,30,29,2021-06-30,0.25,1,357,0,Home,Cape Town,4.86,3.0,3.0,3.0
Carol,Ward 54,-33.95213,18.38427,Entire home/apt,11286.0,3,101,2023-10-17,0.92,3,264,12,Home,Cape Town,4.86,5.0,7.0,3.0
Gayle,Ward 54,-33.918,18.3862,Entire home/apt,3200.0,2,45,2023-12-07,0.37,5,262,7,Rental unit,Cape Town,4.38,2.0,3.0,1.0
Pier,Ward 115,-33.90818,18.40041,Private room,750.0,28,7,2023-06-24,0.24,6,239,1,Townhouse,Cape Town,4.71,1.0,2.0,1.0
Stephane,Ward 115,-33.91659,18.41838,Entire home/apt,2197.0,1,15,2022-03-05,0.13,5,132,0,Guesthouse,Cape Town,4.87,No bedroom,1.0,1.0
Pier,Ward 115,-33.92424,18.42027,Entire home/apt,1500.0,28,49,2023-12-21,0.4,6,0,5,Rental unit,Cape Town,4.61,2.0,3.0,1.0
Jonathan,Ward 69,-34.0963,18.36653,Entire home/apt,4000.0,2,38,2023-10-01,0.32,1,300,3,Home,Cape Town,4.87,3.0,4.0,3.0
Janine,Ward 62,-34.01005,18.43177,Entire home/apt,25000.0,6,7,2020-01-04,0.08,2,42,0,Villa,Cape Town,4.86,7.0,8.0,8.0
Andrew,Ward 54,-33.93704,18.37743,Entire home/apt,4514.0,2,162,2023-11-24,1.36,3,256,19,Rental unit,Cape Town,4.77,No bedroom,1.0,1.0
David,Ward 115,-33.91263,18.40448,Entire home/apt,11096.0,3,148,2023-12-06,1.22,1,243,11,Villa,Cape Town,4.81,5.0,5.0,5.0
Ada,Ward 77,-33.94007,18.41682,Entire home/apt,800.0,28,91,2023-10-01,0.74,3,329,3,Rental unit,Cape Town,4.42,1.0,1.0,1.0
Dirk & Louis,Ward 115,-33.90883,18.40602,Entire home/apt,2214.0,7,191,2023-12-12,1.61,1,22,5,Condo,Cape Town,4.79,2.0,3.0,2.0
Simon,Ward 54,-33.91944,18.38695,Entire home/apt,2343.0,1,76,2023-11-27,0.69,1,273,10,Rental unit,Cape Town,4.86,1.0,2.0,1.0
Mel,Ward 64,-34.13255,18.40939,Entire home/apt,855.0,2,8,2020-03-31,0.07,1,305,0,Rental unit,Cape Town,4.88,1.0,1.0,1.0
Beverley,Ward 69,-34.137451171875,18.359840393066406,Entire home/apt,1257.0,1,39,2023-12-14,0.32,1,11,18,Home,Cape Town,4.79,2.0,2.0,2.0
Maureen,Ward 54,-33.9553,18.37929,Entire home/apt,6679.0,3,80,2023-12-17,0.68,3,21,21,Home,Cape Town,4.88,4.0,5.0,3.0
Tino & Anja,Ward 15,-34.07716,18.83028,Private room,704.0,2,2,2015-01-23,0.02,3,9,0,Rental unit,Cape Town,,1.0,1.0,1.0
Emma Paola,Ward 62,-34.02444,18.42019,Entire home/apt,2500.0,6,39,2023-05-22,0.38,21,238,2,Rental unit,Cape Town,4.95,1.0,1.0,1.0
Emma Paola,Ward 62,-34.00804,18.46536,Entire home/apt,5250.0,7,45,2023-12-01,0.41,21,245,1,Home,Cape Town,4.98,3.0,3.0,3.0
Louie,Ward 58,-33.97504,18.47277,Entire home/apt,836.0,2,16,2022-06-02,0.13,2,296,0,Rental unit,Cape Town,4.63,1.0,1.0,1.0
Fiona,Ward 77,-33.92469,18.40467,Entire home/apt,837.0,3,61,2023-03-12,0.5,3,58,4,Guest suite,Cape Town,4.77,No bedroom,1.0,1.0
Birgit,Ward 107,-33.81977,18.48508,Entire home/apt,2254.0,5,23,2023-07-11,0.24,5,354,3,Home,Cape Town,5.0,2.0,3.0,1.0
Hanlie,Ward 57,-33.9343,18.45385,Entire home/apt,540.0,2,109,2023-11-17,1.13,1,200,15,Rental unit,Cape Town,4.71,1.0,1.0,1.0
Wesley & Olivia,Ward 115,-33.92553,18.41294,Private room,626.0,2,140,2023-12-10,1.17,2,0,12,Townhouse,Cape Town,4.81,1.0,1.0,1.0
Tracy,Ward 77,-33.92345,18.41243,Entire home/apt,5857.0,7,6,2020-01-08,0.05,3,153,0,Home,Cape Town,5.0,4.0,4.0,4.0
Isabelle & Platon,Ward 77,-33.93754,18.42851,Entire home/apt,5000.0,3,111,2023-12-26,1.04,1,258,18,Home,Cape Town,4.86,3.0,3.0,3.0
Cape Town Short Stays,Ward 115,-33.91649,18.42022,Entire home/apt,1850.0,3,179,2023-09-26,1.5,5,29,11,Loft,Cape Town,4.83,1.0,1.0,1.0
Gus,Ward 77,-33.92808,18.40202,Private room,795.0,3,49,2023-12-03,0.4,3,354,3,Condo,Cape Town,4.96,1.0,1.0,1.0
Pamela,Ward 74,-34.04135,18.36341,Entire home/apt,9000.0,5,13,2023-03-03,0.12,1,208,4,Home,Cape Town,4.77,5.0,6.0,2.0
Anna,Ward 54,-33.94801,18.38711,Entire home/apt,2600.0,4,191,2023-12-28,1.6,2,204,26,Guest suite,Cape Town,4.87,1.0,1.0,1.0
Birgit,Ward 107,-33.82376,18.48177,Entire home/apt,2008.0,7,22,2023-11-20,0.24,5,345,4,Rental unit,Cape Town,4.91,2.0,4.0,1.0
Christine,Ward 69,-34.11718,18.37917,Entire home/apt,7377.0,7,32,2022-09-30,0.28,1,240,0,Villa,Cape Town,5.0,4.0,6.0,2.0
Roben,Ward 64,-34.13005,18.44818,Entire home/apt,2500.0,3,0,,,1,0,0,Home,Cape Town,,2.0,2.0,2.0
K U,Ward 55,-33.89298,18.48238,Entire home/apt,858.0,3,57,2023-12-11,0.49,6,111,4,Condo,Cape Town,4.74,1.0,1.0,1.0
Sandy & Eugene,Ward 74,-34.01133,18.33462,Entire home/apt,3250.0,2,36,2023-10-04,0.38,2,301,7,Rental unit,Cape Town,4.78,2.0,3.0,1.0
Diana,Ward 61,-34.2061,18.45484,Entire home/apt,3714.0,2,49,2023-11-12,0.46,1,321,12,Home,Cape Town,4.9,3.0,5.0,2.0
Birgit,Ward 107,-33.81995,18.48518,Entire home/apt,2049.0,4,22,2023-01-04,0.21,5,365,1,Home,Cape Town,5.0,1.0,1.0,1.0
Bettina,Ward 77,-33.93358,18.40892,Entire home/apt,3844.0,2,92,2023-12-27,0.79,3,34,12,Home,Cape Town,4.97,2.0,2.0,2.0
Lynne,Ward 61,-34.142529098344184,18.331643189876512,Entire home/apt,788.0,2,0,,,1,242,0,Cottage,Cape Town,,1.0,1.0,1.0
Elizianne,Ward 23,-33.80349,18.463,Entire home/apt,2295.0,2,51,2023-12-07,0.45,2,337,21,Rental unit,Cape Town,4.88,2.0,4.0,2.0
Frank,Ward 115,-33.91288,18.41833,Entire home/apt,6194.0,2,228,2023-12-07,1.86,3,286,29,Rental unit,Cape Town,4.87,1.0,1.0,1.0
Kevin,Ward 54,-33.95356,18.38439,Entire home/apt,12000.0,12,8,2020-03-06,0.08,2,275,0,Home,Cape Town,5.0,3.0,3.0,4.0
Jaco,Ward 115,-33.91125,18.41535,Entire home/apt,3816.0,3,9,2020-12-30,0.08,83,287,0,Rental unit,Cape Town,4.33,2.0,2.0,2.0
Host Agents,Ward 55,-33.889996,18.510744,Entire home/apt,3740.0,2,9,2022-07-03,0.11,107,310,0,Rental unit,Cape Town,3.89,3.0,3.0,2.0
Mike,Ward 115,-33.92798,18.42273,Entire home/apt,1904.0,2,363,2023-11-26,3.07,1,310,23,Rental unit,Cape Town,4.71,No bedroom,1.0,1.0
Anton,Ward 115,-33.91167,18.40147,Entire home/apt,11893.0,3,22,2022-09-12,0.18,1,300,0,Home,Cape Town,4.86,3.0,3.0,3.0
Mary,Ward 115,-33.91369,18.41482,Entire home/apt,2600.0,4,14,2022-03-05,0.22,1,3,0,Home,Cape Town,4.86,2.0,2.0,2.0
Shawn,Ward 62,-33.98796,18.45043,Entire home/apt,3500.0,14,6,2023-01-06,0.05,1,335,1,Home,Cape Town,4.5,4.0,6.0,2.0
Carin,Ward 64,-34.128133,18.434297,Entire home/apt,1892.0,2,178,2023-12-16,1.54,1,313,37,Guesthouse,Cape Town,4.92,2.0,3.0,1.0
Elizianne,Ward 23,-33.80363,18.46202,Entire home/apt,2295.0,2,131,2023-12-09,1.18,2,287,14,Rental unit,Cape Town,4.82,3.0,4.0,3.0
Rixie,Ward 1,-33.87881,18.58052,Entire home/apt,1013.0,5,33,2023-11-15,0.3,2,346,10,Guest suite,Cape Town,4.79,2.0,1.0,2.0
Andrew,Ward 77,-33.92403,18.41307,Private room,550.0,1,218,2023-10-22,1.85,2,338,10,Home,Cape Town,4.68,1.0,1.0,1.0
Stephane,Ward 77,-33.9178,18.41705,Private room,2197.0,1,0,,,5,132,0,Guest suite,Cape Town,,1.0,1.0,1.0
Shadley,Ward 115,-33.92779,18.4142,Entire home/apt,5000.0,3,30,2022-11-27,0.31,18,354,0,Rental unit,Cape Town,4.8,2.0,2.0,1.0
Caitlin,Ward 115,-33.93265742294723,18.449329666724623,Entire home/apt,1371.0,2,18,2023-12-21,0.15,2,296,6,Home,Cape Town,4.61,2.0,2.0,2.0
Kate,Ward 77,-33.94182,18.42762,Entire home/apt,3357.0,2,266,2023-12-03,2.39,1,166,38,Home,Cape Town,4.95,3.0,6.0,2.0
Joel,Ward 61,-34.23997116088867,18.475305557250977,Entire home/apt,1693.0,2,139,2023-12-23,1.16,2,309,30,Villa,Cape Town,4.87,2.0,4.0,1.0
Rixie,Ward 1,-33.87827,18.58042,Entire home/apt,1424.0,5,33,2023-12-23,0.27,2,347,3,Guest suite,Cape Town,4.91,2.0,3.0,2.0
Margarete,Ward 115,-33.91185,18.41544,Entire home/apt,1576.0,5,38,2023-03-31,0.31,1,301,5,Townhouse,Cape Town,4.46,1.0,1.0,1.0
Isabelle,Ward 86,-34.1296,18.83843,Entire home/apt,1906.0,28,1,2015-04-06,0.01,2,335,0,Condo,Cape Town,,2.0,3.0,1.0
Gary,Ward 115,-33.92592,18.42068,Entire home/apt,1050.0,2,66,2023-12-12,0.54,1,272,5,Rental unit,Cape Town,4.82,1.0,1.0,1.0
Armin,Ward 59,-33.9824,18.4578,Private room,1741.0,2,1,2022-02-27,0.04,1,145,0,Home,Cape Town,,1.0,2.0,1.0
Nicole,Ward 64,-34.13794,18.42498,Entire home/apt,2330.0,10,5,2022-01-02,0.04,1,151,0,Home,Cape Town,4.6,3.0,4.0,2.0
Jacqui,Ward 58,-33.98211,18.47592,Entire home/apt,650.0,3,31,2022-11-06,0.26,1,0,0,Cottage,Cape Town,4.77,No bedroom,1.0,1.0
Mark,Ward 64,-34.13174,18.44701,Entire home/apt,1400.0,2,197,2023-12-24,2.2,1,212,41,Loft,Cape Town,4.95,No bedroom,2.0,1.0
Charlene,Ward 54,-33.93339,18.37711,Entire home/apt,5171.0,4,65,2023-07-28,0.61,1,271,3,Rental unit,Cape Town,4.95,2.0,2.0,1.0
Connie,Ward 77,-33.93698,18.40311,Entire home/apt,1719.0,2,173,2023-12-21,1.42,2,0,17,Guesthouse,Cape Town,4.97,1.0,1.0,1.0
Baerbel,Ward 77,-33.937096,18.431004,Entire home/apt,1904.0,2,75,2023-10-16,0.64,1,3,1,Condo,Cape Town,4.87,2.0,2.0,2.0
Rensche,Ward 71,-34.07254,18.4508,Entire home/apt,895.0,3,7,2022-03-25,0.06,1,0,0,Condo,Cape Town,4.14,No bedroom,1.0,1.0
Terence,Ward 115,-33.91085,18.41219,Entire home/apt,674.0,4,112,2023-12-22,0.94,1,0,16,Rental unit,Cape Town,4.69,No bedroom,1.0,1.0
Adam,Ward 77,-33.93018,18.40551,Private room,673.0,2,42,2023-05-02,0.39,17,353,5,Home,Cape Town,4.6,1.0,1.0,1.0
Frank,Ward 54,-33.91421,18.39467,Private room,1070.0,2,1,2018-11-19,0.02,1,0,0,Guest suite,Cape Town,,3.0,1.0,1.0
Gideon,Ward 83,-34.11663,18.82736,Entire home/apt,1200.0,1,13,2023-11-16,0.24,1,98,5,Rental unit,Cape Town,4.15,2.0,3.0,2.0
Bettina,Ward 115,-33.93291,18.40951,Entire home/apt,9945.0,7,7,2023-03-29,0.08,3,93,3,Home,Cape Town,5.0,3.0,3.0,2.0
Jayson,Ward 57,-33.93484,18.4522,Entire home/apt,1300.0,3,63,2023-11-05,0.52,1,129,9,Townhouse,Cape Town,4.5,2.0,3.0,1.0
Michelle,Ward 71,-34.04219,18.43912,Entire home/apt,1204.0,2,82,2023-12-15,0.74,1,272,20,Guest suite,Cape Town,4.96,2.0,2.0,1.0
Carol,Ward 54,-33.95222,18.384,Entire home/apt,1157.0,1,362,2023-12-14,2.95,3,276,61,Rental unit,Cape Town,4.79,No bedroom,1.0,1.0
Stefan And Anke,Ward 77,-33.93585968017578,18.40542984008789,Entire home/apt,1345.0,2,58,2023-12-15,0.48,1,188,9,Rental unit,Cape Town,4.7,1.0,1.0,1.0
Susi,Ward 61,-34.13528,18.3368,Entire home/apt,2000.0,3,54,2023-10-27,0.46,2,269,4,Guest suite,Cape Town,4.91,2.0,3.0,2.0
Bridget,Ward 77,-33.93944,18.4172,Entire home/apt,2000.0,5,14,2023-03-05,0.12,2,11,2,Townhouse,Cape Town,4.71,2.0,2.0,2.0
Mrs Acilia Schoeman,Ward 115,-33.90968,18.40008,Private room,555.0,7,0,,,1,0,0,Villa,Cape Town,,1.0,1.0,1.0
Mary-Louise,Ward 54,-33.9469,18.37914,Entire home/apt,17500.0,1,142,2023-12-14,1.35,13,298,19,Rental unit,Cape Town,4.89,5.0,7.0,4.0
Tom,Ward 21,-33.87347,18.63923,Entire home/apt,1200.0,5,0,,,1,354,0,Home,Cape Town,,3.0,3.0,2.0
Alex,Ward 61,-34.12876,18.34113,Entire home/apt,14250.0,3,13,2023-04-09,0.13,1,193,1,Cottage,Cape Town,4.85,4.0,7.0,3.0
Candace,Ward 23,-33.80648,18.46789,Entire home/apt,1392.0,4,55,2023-12-09,0.45,1,123,7,Rental unit,Cape Town,4.8,1.0,1.0,1.0
Dale,Ward 115,-33.91048,18.40937,Entire home/apt,7600.0,3,108,2023-12-11,1.09,16,83,25,Villa,Cape Town,4.96,3.0,3.0,3.0
Jana,Ward 77,-33.92325,18.40992,Entire home/apt,590.0,30,0,,,1,0,0,Home,Cape Town,,2.0,2.0,1.0
Rob,Ward 54,-33.94982,18.38625,Entire home/apt,13429.0,5,56,2023-02-25,0.5,8,305,3,Villa,Cape Town,4.8,4.0,8.0,4.0
Rob,Ward 54,-33.92705,18.3899,Entire home/apt,1800.0,7,2,2022-03-09,0.02,8,287,0,Rental unit,Cape Town,,1.0,1.0,1.0
Rob,Ward 54,-33.94978,18.38051,Entire home/apt,11000.0,6,62,2023-01-24,0.56,8,274,2,Home,Cape Town,4.85,4.0,7.0,3.0
James,Ward 115,-33.92323,18.42024,Entire home/apt,1850.0,3,221,2023-12-18,1.82,1,240,14,Rental unit,Cape Town,4.78,1.0,1.0,1.0
Janice,Ward 62,-34.02024,18.44225,Entire home/apt,1200.0,1,57,2023-11-08,0.51,3,287,8,Guest suite,Cape Town,4.86,1.0,1.0,1.0
Louise,Ward 54,-33.92698,18.37881,Entire home/apt,3600.0,5,39,2023-12-26,0.32,2,279,8,Rental unit,Cape Town,4.82,2.0,2.0,2.0
Cathryn,Ward 54,-33.96016,18.37995,Entire home/apt,6000.0,10,9,2023-01-06,0.09,1,5,1,Home,Cape Town,5.0,2.0,2.0,3.0
Louise,Ward 54,-33.92431,18.37962,Entire home/apt,3571.0,3,131,2023-12-26,1.08,2,281,13,Rental unit,Cape Town,4.89,2.0,3.0,2.0
Paulina,Ward 54,-33.9593,18.38854,Entire home/apt,9000.0,2,33,2023-11-18,0.34,2,256,5,Home,Cape Town,4.61,4.0,4.0,4.0
Graham,Ward 115,-33.90666,18.4066,Entire home/apt,1400.0,1,437,2023-12-15,3.81,2,111,98,Rental unit,Cape Town,4.68,1.0,1.0,1.0
Kat,Ward 115,-33.90912,18.39727,Entire home/apt,2200.0,3,40,2023-10-03,0.33,1,308,2,Rental unit,Cape Town,4.6,2.0,2.0,1.0
Michelle,Ward 54,-33.96301,18.37606,Entire home/apt,6364.0,7,41,2023-12-27,0.42,4,37,10,Guest suite,Cape Town,4.98,3.0,4.0,3.0
Michelle,Ward 54,-33.96301,18.37606,Entire home/apt,4886.0,2,342,2023-12-18,3.13,4,254,40,Rental unit,Cape Town,4.95,2.0,3.0,2.0
Michelle,Ward 54,-33.96301,18.37606,Entire home/apt,2500.0,2,379,2023-12-27,3.2,4,0,45,Guest suite,Cape Town,4.91,No bedroom,1.0,1.0
Glenn,Ward 54,-33.96026992797852,18.375572204589844,Entire home/apt,19463.0,2,38,2023-11-01,0.32,1,331,5,Rental unit,Cape Town,4.76,5.0,10.0,5.0
